sample,standard_deviation,growth_rate_max,local_threshold,harvest_max,harvest_z,density,niche_breadth,niche_cuts,dispersal_proportion,dispersal_max_distance,human_density_sample,weight
5143,0.156376646,2.966,5,0.285,1.806,4415.963849,70,14,0.194696687,167.6601493,0.488165878,0.00488839
5146,0.025089685,4.25,62,0.139,1.762,2159.586446,70,57,0.055741321,472.381996,0.112540836,0.000842087
5168,0.002295861,5.62,15,0.044,1.928,2651.819727,70,130,0.208162973,165.042182,0.996933129,0.183397933
5261,0.130983437,4.506,14,0.013,1.555,1357.951128,70,19,0.147011199,276.8110778,0.862990866,0.073568237
5379,0.134554627,4.202,48,0.156,1.294,2001.544217,70,23,0.094003173,251.4617788,0.227548503,0.081205069
5392,0.102995963,2.929,18,0.202,1.753,2690.076124,70,26,0.094031566,203.1313154,0.765784386,0.061402214
5436,0.079220218,1.779,1,0.157,1.25,5183.701699,70,194,0.145138494,410.8044304,0.192879525,0.297123414
5493,0.020181006,2.325,24,0.201,1.993,1858.463991,70,60,0.127363653,359.5963208,0.255083672,0.03785223
5517,0.1292309,4.242,7,0.079,1.117,4169.702726,70,186,0.240911548,274.4469113,0.251283419,0.381596771
5636,0.125548601,3.862,22,0.181,1.571,2534.626813,70,5,0.24755006,151.7692043,0.102673512,0.122473192
5697,0.044530067,4.668,136,0.063,1.181,2045.996318,70,8,0.154281844,340.8926197,0.336022401,0.052228329
5965,0.089443255,4.908,20,0.176,1.566,1708.794409,70,29,0.093674063,291.8292754,0.247949863,0.13876303
6031,0.103689306,6.544,5,0.046,1.709,1691.455769,70,170,0.237561339,433.3982697,0.098673245,0.324136309
6176,0.092400217,3.983,20,0.154,1.387,743.2644135,70,29,0.067998388,292.1561375,0.498433229,0.037799271
6312,0.122537083,5.568,90,0.176,1.019,2309.532261,70,11,0.063712108,199.3034293,0.030468698,0.032979188
6352,0.048829893,2.892,13,0.091,1.131,2449.863936,70,92,0.181128446,345.0288763,0.183945596,0.123414114
6395,0.127470281,4.722,100,0.088,1.549,1269.374794,70,20,0.238091739,499.0129348,0.150810054,0.034506803
6516,0.13059507,1.637,11,0.299,1.827,2098.550257,70,80,0.197014538,189.8434836,0.380625375,0.249662216
6686,0.142862756,6.53,4,0.018,1.848,2820.61141,70,172,0.127476197,178.2725533,0.795986399,0.157611131
6771,0.120038518,2.111,2,0.279,1.66,1085.749517,70,45,0.098243621,473.5325737,0.5705047,0.407098531
6997,0.106667654,1.755,30,0.107,1.945,770.497704,70,39,0.132158689,223.8959206,0.667311154,0.113879156
7039,0.120033847,2.942,1,0.287,1.431,3929.108767,70,106,0.194093572,265.3700295,0.70604707,0.385567333
7094,0.062481834,2.948,50,0.173,1.862,1759.196627,70,3,0.186545354,268.2328229,0.188545903,0.127037643
7115,0.020195887,2.629,38,0.286,1.012,790.7876313,70,36,0.15779932,228.7621013,0.003133542,0.114527245
7140,0.123389595,2.853,22,0.162,1.525,1028.625728,70,33,0.229970002,444.8007914,0.197746516,0.111044799
7148,0.04301695,3.008,65,0.069,1.356,922.9440812,70,12,0.101036034,151.9891652,0.237415828,0.099605758
7149,0.018411364,3.234,1,0.033,1.699,1352.400712,70,121,0.232100344,478.6198539,0.514900993,0.736238439
7211,0.164033496,6.162,29,0.132,1.804,2483.638607,70,50,0.088321583,173.7338805,0.512767518,0.001537216
7452,0.01457906,1.737,7,0.269,1.436,9450.45624,70,165,0.128064289,207.4090924,0.560570705,0.075398724
7458,0.017750473,3.31,80,0.155,1.509,2840.568871,70,10,0.186846888,177.5297931,0.053003534,0.008506259
7551,0.096941347,2.21,2,0.084,1.091,3841.048157,70,134,0.205525337,177.7218753,0.527235149,0.076635826
7641,0.077264987,3.107,16,0.049,1.825,1442.606853,70,42,0.153584744,218.0325701,0.51590106,0.020055425
7651,0.068188279,4.342,26,0.037,1.685,1557.660411,70,45,0.222552634,380.2398253,0.501566771,0.053350851
7653,0.048400165,5.162,9,0.056,1.182,3527.083477,70,192,0.220305186,478.7352147,0.9759984,0.243639232
7786,0.089299941,3.172,96,0.124,1.692,2022.673909,70,19,0.103906465,146.3559348,0.118207881,0.051836659
7955,0.158317867,5.301,4,0.246,1.416,5558.477468,70,175,0.228177589,434.2157406,0.386959131,0.596765276
8092,0.047645235,5.842,111,0.031,1.455,1239.000199,70,13,0.107584852,320.7505376,0.304353624,0.070529578
8247,0.168392307,6.787,3,0.313,1.061,1809.951628,70,31,0.203029215,317.6504794,0.997133142,0.0879369
8258,0.025994499,5.93,177,0.022,1.565,2316.858739,70,17,0.201157314,227.8709734,0.942662844,0.022124769
8489,0.152731711,3.612,101,0.067,1.835,1622.839316,70,16,0.059739963,125.9084686,0.940062671,0.015488283
8843,0.023746983,6.471,42,0.104,1.706,1390.626889,70,64,0.060352805,324.0064652,0.956597106,0.045962351
8925,0.170773629,3.835,2,0.087,1.649,1007.12624,70,117,0.050941288,473.1971171,0.226281752,0.488916671
8979,0.068586597,1.813,2,0.105,1.401,3507.219968,70,171,0.245335558,169.4033245,0.548836589,0.415402144
9036,0.174614539,5.212,10,0.219,1.363,2668.968458,70,72,0.0939839,175.8802336,0.81345423,0.001256902
9042,0.124775072,4.654,20,0.226,1.398,7827.236593,70,133,0.210489027,267.2404911,0.5885059,0.163492307
9142,0.12257508,6.311,4,0.331,1.597,5234.157831,70,172,0.136814303,304.6492387,0.523768251,0.312095176
9296,0.027603036,2.539,38,0.3,1.769,1755.827437,70,34,0.10942665,292.1768688,0.505367024,0.064917219
10122,0.035825842,5.371,114,0.075,1.184,1649.134437,70,11,0.179599169,244.2090424,0.063737583,0.074022024
10215,0.119145561,6.474,5,0.154,1.47,2988.864732,70,34,0.149352291,487.4541491,0.322021468,0.088497491
10310,0.169897212,1.438,1,0.075,1.439,3917.554649,70,172,0.227717628,445.6969692,0.731648777,0.4177886
10328,0.064068883,6.725,11,0.153,1.988,3289.408412,70,180,0.18696951,197.6793866,0.28855257,0.131821212
10441,0.023629359,1.754,1,0.036,1.079,2195.839853,70,44,0.096583082,435.131929,0.49789986,0.267654079
10594,0.17109035,5.125,7,0.194,1.269,6352.467269,70,130,0.155235056,453.3728297,0.305487032,0.024063345
10633,0.075538056,6.411,19,0.343,1.155,3265.700773,70,75,0.242615319,145.6618859,0.364424295,0.022132402
10793,0.008606102,3.811,7,0.326,1.471,3318.374459,70,28,0.236700045,204.0281889,0.636775785,0.174990494
10842,0.07090705,6.825,170,0.022,1.501,2125.784563,70,18,0.196366617,447.9199165,0.845989733,0.048014365
10866,0.124978787,1.739,3,0.052,1.33,1666.543432,70,28,0.229236,270.7101883,0.596373092,0.397460803
10867,0.035265719,5.441,1,0.322,1.883,2131.64423,70,199,0.07756961,381.6523318,0.93219548,0.371781693
11003,0.049876154,2.464,50,0.077,1.482,1400.706298,70,58,0.068884871,188.8258502,0.499966664,0.068488518
11126,0.129260505,4.469,47,0.012,1.778,1383.10481,70,25,0.106760291,356.7045476,0.868324555,0.119852281
11171,0.029133603,2.049,16,0.284,1.906,782.1934039,70,49,0.115822855,431.9298474,0.503033536,0.100182875
11405,0.149480957,2.866,12,0.332,1.231,9626.812898,70,168,0.235539934,186.1232011,0.152143476,0.039998429
11473,0.119595433,3.415,91,0.257,1.941,2032.050063,70,48,0.173622212,290.716073,0.070338023,0.037334143
11495,0.014047108,5.511,2,0.296,1.654,1910.36601,70,92,0.236099806,217.1292787,0.204746983,0.395381599
11512,0.13901445,6.274,153,0.234,1.89,2841.634354,70,20,0.208135097,429.1140294,0.268951263,0.014044271
11521,0.037749807,2.376,31,0.197,1.8,2079.961536,70,61,0.155654701,419.0810139,0.184878992,0.007685614
11834,0.148492227,2.83,84,0.223,1.968,1702.664954,70,3,0.129956561,145.47154,0.33475565,0.076288636
11910,0.083960335,2.775,59,0.133,1.861,3066.324597,70,30,0.222645505,328.9851901,0.932528835,0.013547255
12093,0.098472099,2.243,4,0.293,1.686,4921.614308,70,94,0.129094413,227.7152609,0.590839389,0.06965271
12098,0.077401208,4.745,25,0.213,1.141,6489.361503,70,140,0.242212732,495.2697129,0.27595173,0.020045418
12234,0.036555981,5.422,38,0.114,1.549,1792.946407,70,60,0.064223464,343.3579672,0.246749783,0.035864868
12268,0.065086942,1.551,1,0.093,1.198,6451.206203,70,139,0.07995852,387.5525355,0.951130075,0.005516013
12285,0.005536317,3.262,2,0.069,1.798,2016.456067,70,99,0.220708183,388.9301374,0.128608574,0.318526069
12332,0.090687514,5.261,9,0.073,1.639,4925.018973,70,177,0.186309986,160.1968639,0.181278752,0.020522514
12339,0.028471913,3.131,1,0.179,1.55,846.4726488,70,97,0.130402902,191.5171193,0.227615174,0.579200785
12377,0.131782614,3.458,39,0.332,1.524,1740.858695,70,46,0.133245757,474.0714175,0.152476832,0.079747151
12496,0.160070666,3.053,1,0.268,1.319,5897.784782,70,190,0.103051494,290.029819,0.619707981,0.206336642
12617,0.133064552,6.435,0,0.323,1.819,7919.660071,70,147,0.1772058,389.645714,0.565771051,0.04914739
12639,0.035926004,5.267,2,0.192,1.262,5365.618603,70,227,0.218017924,484.8427283,0.653710247,0.331151527
12675,0.105290348,2.026,155,0.036,1.844,2427.640306,70,13,0.24749145,421.6799383,0.231815454,0.004758905
12836,0.156653986,3.749,20,0.227,1.8,2581.20872,70,111,0.21565429,441.0497845,0.905393693,0
12874,0.021701439,1.409,3,0.344,1.674,2118.223775,70,130,0.116164792,427.501016,0.90279352,0.004958403
13093,0.036077418,1.528,7,0.193,1.997,2434.777362,70,64,0.194547372,445.4104691,0.904460297,0.308944721
13139,0.073875886,3.214,123,0.011,1.76,2334.55316,70,2,0.145890566,336.1848279,0.282085472,0.021892247
13163,0.020510021,3.157,0,0.005,1.694,2181.332706,70,73,0.164756522,449.599495,0.337622508,0.171653637
13197,0.073416135,3.55,196,0.077,1.665,2204.204566,70,20,0.168343824,137.8452573,0.206080405,0.01436922
13467,0.010896881,1.728,5,0.107,1.372,4076.271744,70,80,0.15061538,169.2997834,0.349356624,0.065615047
13519,0.139397164,2.249,142,0.014,1.24,2337.281314,70,39,0.084205152,413.9115543,0.461830789,0.005748284
13524,0.017239758,4.399,17,0.189,1.404,8095.801969,70,175,0.231668826,331.9348847,0.47509834,0.32908517
13542,0.056808718,6.43,50,0.299,1.493,1652.748874,70,23,0.089814142,316.0198412,0.323554904,0.054268483
13551,0.123956278,4.468,46,0.069,1.983,1958.276291,70,27,0.121669174,383.4682991,0.348889926,0.085704883
13575,0.019533469,3.563,56,0.156,1.549,2112.028222,70,12,0.056298035,328.2903844,0.740716048,0.083535447
13579,0.102320368,4.354,10,0.302,1.826,1909.074835,70,118,0.203800328,152.3044893,0.634775652,0.50675873
13772,0.010646765,6.056,6,0.209,1.726,2195.467787,70,34,0.227862593,233.2260287,0.681512101,0.29521511
14046,0.025867932,3.986,122,0.283,1.789,1982.358999,70,2,0.246531067,165.1145564,0.278685246,0.010091652
14139,0.065453824,1.414,30,0.204,1.709,1953.645322,70,13,0.070574458,457.4411548,0.052670178,0.136629784
14234,0.03995506,6.673,0,0.038,1.297,3985.687923,70,156,0.148882844,249.0192941,0.522701513,0.260260891
14317,0.043511463,5.611,3,0.345,1.565,6007.787469,70,209,0.183743034,361.7633136,0.557570505,0.468658595
14319,0.109587799,5.16,43,0.141,1.844,2100.950151,70,32,0.14325947,257.166319,0.580172011,0.099880962
14349,0.106677411,2.74,34,0.061,1.403,639.4515956,70,26,0.16518331,247.001247,0.015334356,0.115590978
14729,0.031521132,6.763,10,0.237,1.238,3035.976282,70,119,0.18608972,362.1848494,0.655243683,0.01517086
14731,0.056492128,5.9,0,0.206,1.243,6993.156298,70,141,0.193348303,160.5252775,0.862190813,0.753000656
14954,0.132479907,3.002,30,0.053,1.159,1688.246889,70,38,0.176264741,382.827122,0.144876325,0.087187848
14957,0.156365986,4.038,28,0.018,1.905,928.3178725,70,57,0.113418699,449.262877,0.121208081,0.098887689
1,0.063867882,2.644,12,0.161,1.973,1266.392966,80,38,0.217231305,452.8313445,0.589305954,0.306800925
14,0.070121255,6.428,16,0.146,1.698,2223.241252,80,2,0.128327444,185.7570207,0.369224615,0.001431528
118,0.15968917,2.672,19,0.239,1.519,3607.174488,80,43,0.229517449,417.2611526,0.602506834,0.03091102
177,0.11027596,3.283,12,0.119,1.502,4774.980188,80,131,0.231381246,229.6335207,0.114407627,0.004772366
179,0.054511689,4.832,44,0.127,1.778,1785.507307,80,19,0.093688941,266.4045279,0.887192479,0.05121967
266,0.030860537,5.066,2,0.344,1.246,5850.325571,80,134,0.217400147,447.8632024,0.408093873,0.500629849
289,0.109978621,5.125,18,0.144,1.347,6951.565442,80,195,0.188323104,390.3707747,0.740449363,0.000834875
419,0.089317877,5.997,105,0.083,1.614,1063.635961,80,85,0.127460896,122.7331717,0.07140476,0.037799276
619,0.058018193,6.307,81,0.104,1.946,2209.505683,80,29,0.218378326,306.4444445,0.137875858,0.060081886
658,0.093482445,5.824,106,0.007,1.323,1304.532486,80,43,0.140075355,199.5776258,0.981665444,0.016886392
736,0.118999123,2.743,21,0.146,1.568,1297.852413,80,32,0.24589298,272.3775791,0.562970865,0.047273459
835,0.129790627,3.417,12,0.04,1.154,1018.127013,80,74,0.104470961,405.78539,0.822054804,0.05951591
878,0.086486946,3.638,3,0.198,1.191,759.6120523,80,99,0.138267969,457.6402896,0.213147543,0.313323055
985,0.1493394,6.079,60,0.06,1.315,1519.515484,80,2,0.105595698,263.4065558,0.476098407,0.047859515
1028,0.055178903,4.647,84,0.066,1.877,1300.263201,80,20,0.247173713,455.9217385,0.992266151,0.006650895
1063,0.12680912,5.733,45,0.233,1.374,1185.914773,80,19,0.185859472,312.4508043,0.316354424,0.00214463
1150,0.149435447,4.364,13,0.332,1.447,2595.127747,80,52,0.1133413,214.3045651,0.142942863,0.092823264
1176,0.093387656,4.78,15,0.167,1.426,2688.094144,80,42,0.182462201,373.7520235,0.260684046,0.066729209
1183,0.157408556,2.309,69,0.027,1.731,1421.771993,80,7,0.189627785,161.0750722,0.71624775,0.004955051
1210,0.018859229,2.313,7,0.305,1.683,1273.555859,80,90,0.180029148,379.245624,0.985399027,0.047839427
1222,0.103206387,6.056,11,0.313,1.099,9142.765146,80,167,0.136095995,223.6753811,0.133875592,0.064623413
1234,0.071780433,3.124,44,0.054,1.851,1139.471049,80,99,0.243985619,208.9607337,0.812520835,0.025573807
1358,0.141043882,1.388,10,0.107,1.657,1940.977976,80,51,0.071292324,344.0422373,0.659177278,0.03123925
1373,0.033152098,3.603,86,0.022,1.764,1188.012604,80,19,0.090017754,289.9560218,0.938995933,0.044578434
1480,0.165425273,4.943,15,0.343,1.709,1403.297134,80,46,0.24418494,307.853069,0.663244216,0.073338223
1495,0.154845641,4.45,5,0.304,1.303,6591.19588,80,147,0.132768091,275.6256718,0.207680512,0.591548906
1533,0.00503938,6.527,95,0.09,1.413,1687.789383,80,60,0.205955788,268.0037313,0.46069738,0.102081298
1576,0.022921922,2.675,20,0.348,1.396,8116.786716,80,144,0.229330316,224.2377343,0.489232616,0.074234866
1774,0.019035225,4.664,13,0.282,1.402,3766.132086,80,55,0.132415628,265.174665,0.429761984,0.032637
1970,0.069097594,3.921,63,0.039,1.921,1148.08246,80,8,0.247409933,368.9673071,0.609773985,0.032360065
2042,0.019652653,3.761,11,0.137,1.721,4392.452246,80,198,0.234668292,447.1255214,0.141942796,0.083371055
2078,0.071998913,4.878,60,0.207,1.977,1838.946071,80,41,0.228040663,318.4017003,0.313220881,0.005134443
2118,0.089176476,5.09,56,0.245,1.745,1701.985888,80,43,0.054822631,169.3405849,0.118741249,0.093588064
2229,0.141718202,4.729,55,0.098,1.37,1620.227089,80,26,0.143788953,169.5949084,0.738715914,0.00591451
2308,0.083649169,6.645,125,0.059,1.102,2297.785298,80,26,0.088465799,228.4651106,0.592839523,0.027579318
2310,0.127893503,3.01,11,0.285,1.531,9515.097797,80,163,0.184444443,392.918857,0.129341956,0.065453002
2323,0.149201086,6.689,3,0.063,1.865,2465.477902,80,53,0.16250905,330.3653637,0.894192946,0.135966083
2351,0.116856138,5.419,11,0.257,1.285,9133.409848,80,184,0.183929953,267.3494279,0.375158344,0.502460317
2462,0.048154332,5.192,10,0.067,1.648,4689.487398,80,170,0.185596368,296.8973422,0.579171945,0.089389198
2606,0.011082308,3.005,5,0.052,1.328,2895.075769,80,124,0.062438621,174.3797475,0.353756917,0.141758966
2637,0.030200283,5.587,12,0.124,1.064,1989.614027,80,113,0.222107466,356.600409,0.666511101,0.062331113
2649,0.145552001,5.184,0,0.191,1.453,1332.801875,80,189,0.104309007,312.9885644,0.083538903,0.712090942
2704,0.04652027,4.902,5,0.292,1.605,3041.209153,80,114,0.241052165,479.2005531,0.355090339,0.421841257
2727,0.010597842,6.453,5,0.222,1.46,3284.739325,80,55,0.168676739,466.4645266,0.308553904,0.03007114
2842,0.171049342,2.868,3,0.34,1.74,3120.612471,80,174,0.075395558,146.268862,0.864657644,0.335457183
2852,0.051256501,5.707,4,0.205,1.91,1621.969517,80,108,0.211340459,195.9159506,0.712780852,0.730365727
2859,0.027278023,5.443,9,0.321,1.472,9452.245303,80,180,0.110858681,217.0346101,0.635375692,0.329376628
2916,0.130026083,1.374,3,0.042,1.894,4519.752639,80,127,0.143482984,102.8033524,0.992999533,0.011492119
3071,0.114743984,3.914,1,0.183,1.296,1555.012936,80,87,0.223064444,136.4403718,0.644176278,0.375115587
3095,0.117616832,3.122,37,0.009,1.135,1459.968488,80,47,0.192628149,116.7346566,0.943396226,0.00504923
3130,0.102276131,3.474,5,0.111,1.916,4594.861494,80,151,0.118600064,169.6710524,0.743649577,0.19906355
3176,0.024282086,5.539,10,0.079,1.629,1372.43955,80,43,0.232051622,112.7133007,0.914527635,0.300678922
3195,0.076100972,4.791,7,0.213,1.876,4120.181526,80,109,0.140236485,201.5715499,0.998333222,0.156677365
3207,0.153803603,4.511,3,0.053,1.824,1903.440173,80,105,0.116637241,366.3864433,0.75885059,0.321512248
3219,0.046136039,4.493,68,0.009,1.742,1311.219297,80,46,0.115902483,454.562669,0.214947663,0.122843818
3308,0.170095704,3.113,7,0.109,1.943,4452.54736,80,126,0.23269136,140.988446,0.73484899,0.051776421
3377,0.009207061,2.646,17,0.16,1.852,649.2239438,80,67,0.072828824,415.6533505,0.485832389,0.080758494
3408,0.011411364,6.098,1,0.209,1.775,2533.567418,80,36,0.055077296,138.8035748,0.638042536,0.144155012
3622,0.004303081,3.298,5,0.294,1.487,898.5269067,80,70,0.116144013,172.7939185,0.950663378,0.026727575
3823,0.173052735,1.808,3,0.316,1.84,9619.182241,80,180,0.230509167,413.5072471,0.824521635,0.735214418
3924,0.161744568,6.174,2,0.191,1.751,985.7116337,80,86,0.228365604,354.3330368,0.866324422,0.99433834
3930,0.003172281,4.132,4,0.146,1.785,2468.993068,80,199,0.204481139,405.6144209,0.280818721,0.451188187
3951,0.021081682,5.866,8,0.333,1.424,2572.528877,80,153,0.22578643,471.5096598,0.09960664,0.662864025
3959,0.019879184,3.328,9,0.08,1.208,1770.031705,80,54,0.105831078,241.5134322,0.598306554,0.194063829
4151,0.11782898,4.121,7,0.121,1.937,919.3078857,80,93,0.187724169,180.8694728,0.673511567,0.707366148
4226,0.004602038,3.44,1,0.181,1.69,2494.026054,80,95,0.125124847,262.5057461,0.119874658,0.114101373
4351,0.094514538,4.74,35,0.137,1.468,1004.342479,80,73,0.210189547,377.7674754,0.268684579,0.051527824
4400,0.087044969,4.063,14,0.153,1.079,7770.887123,80,140,0.248778614,376.3550923,0.115007667,0.155224823
4412,0.112571801,1.823,3,0.126,1.841,2284.824495,80,57,0.066254728,212.9587079,0.668044536,0.384951082
4547,0.018935102,2.378,4,0.076,1.973,3093.333616,80,24,0.065802535,390.4110625,0.816787786,0.023167022
4550,0.125445944,4.888,4,0.25,1.163,5141.562038,80,141,0.187813445,162.9517214,0.700980065,0.036372098
4649,0.121583143,2.564,6,0.275,1.726,2484.146391,80,5,0.190687354,437.9783608,0.338222548,0.222802067
4684,0.042974137,4.941,43,0.328,1.544,1066.170412,80,37,0.068504971,185.088944,0.245416361,0.007009228
4786,0.063600914,3.117,9,0.122,1.672,657.9749048,80,23,0.169234257,403.3951266,0.84165611,0.175297708
4879,0.101648065,2.602,16,0.314,1.828,8129.680688,80,139,0.197811007,204.4963949,0.402426828,0.111968217
4957,0.064913897,1.608,144,0.086,1.817,1460.436984,80,8,0.219425219,150.792271,0.019601307,0.004873749
5050,0.077830506,6.125,46,0.106,1.537,1965.362201,80,82,0.087391229,379.8467227,0.796519768,0.001571778
5053,0.033415032,1.683,5,0.037,1.221,4748.667105,80,178,0.136861819,164.8577778,0.041802787,0.003193892
5128,0.130428448,6.348,6,0.186,1.998,2367.185309,80,143,0.242124259,135.3091351,0.977331822,0.003267707
5261,0.130983437,4.506,14,0.013,1.555,1357.951128,80,13,0.147011199,276.8110778,0.862990866,0.059069502
5295,0.026639293,4.384,180,0.111,1.034,1917.094076,80,34,0.229715056,466.3155534,0.098139876,0.018399545
5375,0.15868691,5.314,124,0.211,1.958,2072.872433,80,49,0.183818742,444.3490991,0.251083406,0.012848754
5381,0.166601344,1.663,5,0.12,1.169,4895.808452,80,157,0.167970414,280.5376521,0.982398827,0.007172175
5399,0.069891872,6.041,43,0.111,1.726,1615.546347,80,60,0.105685104,134.5470029,0.730782052,0.099805865
5402,0.160317764,5.742,4,0.266,1.263,7934.098091,80,161,0.17966611,166.4954183,0.780718715,0.094800665
5420,0.11738213,4.282,86,0.05,1.328,956.9086605,80,34,0.206192814,352.2544117,0.708047203,0.014817275
5436,0.079220218,1.779,1,0.157,1.25,5183.701699,80,130,0.145138494,410.8044304,0.192879525,0.573082738
5450,0.099123959,3.671,5,0.246,1.167,1749.889705,80,127,0.249672031,374.9710371,0.062804187,0.475834149
5493,0.020181006,2.325,24,0.201,1.993,1858.463991,80,40,0.127363653,359.5963208,0.255083672,0.00369184
5517,0.1292309,4.242,7,0.079,1.117,4169.702726,80,124,0.240911548,274.4469113,0.251283419,0.122215466
5557,0.001583371,3.771,2,0.254,1.993,9565.561333,80,187,0.118323277,270.0009489,0.991466098,0.2543899
5569,0.028240363,2.025,3,0.194,1.434,8441.402056,80,185,0.111477419,255.1864284,0.766184412,0.4349841
5636,0.125548601,3.862,22,0.181,1.571,2534.626813,80,4,0.24755006,151.7692043,0.102673512,0.042341302
5697,0.044530067,4.668,136,0.063,1.181,2045.996318,80,6,0.154281844,340.8926197,0.336022401,0.020828099
5811,0.149948587,3.83,47,0.024,1.483,924.4188866,80,93,0.186490048,432.0233258,0.639509301,0.038886764
5813,0.152481129,1.719,1,0.309,1.281,8493.971169,80,146,0.188163508,303.316442,0.921728115,0.145347898
5922,0.083537682,2.797,2,0.181,1.42,1205.471889,80,121,0.188602752,127.2524691,0.645176345,0.21755331
5954,0.085934268,2.554,0,0.257,1.841,9253.721933,80,177,0.110681103,487.0732687,0.782385492,0.494606243
5965,0.089443255,4.908,20,0.176,1.566,1708.794409,80,20,0.093674063,291.8292754,0.247949863,0.03598689
6031,0.103689306,6.544,5,0.046,1.709,1691.455769,80,114,0.237561339,433.3982697,0.098673245,0.332568391
6060,0.107852554,1.948,53,0.135,1.932,1922.281064,80,105,0.238739541,100.7764681,0.420161344,0.012443764
6156,0.084451569,2.792,5,0.227,1.884,5885.843381,80,144,0.202414229,408.1300859,0.22914861,0.138989954
6352,0.048829893,2.892,13,0.091,1.131,2449.863936,80,62,0.181128446,345.0288763,0.183945596,0.133611584
6444,0.08522221,4.705,6,0.31,1.738,9340.706118,80,194,0.179269105,236.419599,0.461497433,0.171750844
6516,0.13059507,1.637,11,0.299,1.827,2098.550257,80,54,0.197014538,189.8434836,0.380625375,0.354177706
6559,0.147723688,6.713,79,0.032,1.708,1172.05986,80,19,0.237892966,305.0452713,0.379891993,0.035250222
6731,0.086661876,2.456,14,0.137,1.604,6036.400471,80,146,0.220997435,301.1236446,0.287219148,0.216044894
6767,0.154857582,4.299,21,0.18,1.278,6387.973187,80,140,0.210063421,322.7404316,0.107873858,0.065714293
6771,0.120038518,2.111,2,0.279,1.66,1085.749517,80,30,0.098243621,473.5325737,0.5705047,0.621747054
6797,0.001389628,4.963,8,0.001,1.354,2675.407111,80,137,0.249871593,360.0131493,0.499499967,0.203226725
6802,0.11366857,3.529,18,0.123,1.777,837.0323813,80,75,0.162400609,109.3051865,0.816387759,0.097631801
6821,0.073994689,2.979,11,0.205,1.454,4731.560631,80,179,0.165983778,319.0446101,0.714580972,0.218847054
6852,0.110584875,3.825,8,0.233,1.903,4113.43066,80,145,0.202256512,141.8680822,0.826921795,0.552034632
6952,0.149542966,2.163,6,0.177,1.582,4341.451897,80,127,0.131755785,156.0916275,0.334955664,0.339850962
6960,0.070971176,3.96,14,0.035,1.802,1450.242229,80,54,0.106521914,129.8927542,0.407360491,0.089270332
6997,0.106667654,1.755,30,0.107,1.945,770.497704,80,26,0.132158689,223.8959206,0.667311154,0.035069614
7039,0.120033847,2.942,1,0.287,1.431,3929.108767,80,71,0.194093572,265.3700295,0.70604707,0.278980348
7047,0.00454814,3.145,47,0.119,1.92,1500.922771,80,108,0.08369117,232.8914367,0.464830989,0.009517041
7094,0.062481834,2.948,50,0.173,1.862,1759.196627,80,3,0.186545354,268.2328229,0.188545903,0.001508436
7115,0.020195887,2.629,38,0.286,1.012,790.7876313,80,24,0.15779932,228.7621013,0.003133542,0.038662444
7140,0.123389595,2.853,22,0.162,1.525,1028.625728,80,23,0.229970002,444.8007914,0.197746516,0.060833781
